,z,y,x,price,table,depth,carat,-
48161,3.49,5.53,5.57,1942.0,61.0,62.9,0.7,48162.0
48162,3.29,5.38,5.35,1942.0,55.0,61.2,0.57,48163.0
48163,3.23,5.45,5.42,1942.0,57.0,59.3,0.57,48164.0
48164,3.34,5.41,5.36,1942.0,53.0,62.1,0.57,48165.0
48165,3.12,5.21,5.16,1942.0,62.0,60.2,0.51,48166.0
48166,3.32,5.48,5.56,1942.0,58.0,60.1,0.62,48167.0
48167,3.25,5.24,5.2,1943.0,56.0,62.3,0.53,48168.0
48168,3.31,5.31,5.29,1943.0,54.2,62.5,0.57,48169.0
48169,3.72,5.75,5.82,1943.0,60.0,64.3,0.79,48170.0
48170,3.29,5.05,5.11,1944.0,59.0,64.8,0.54,48171.0
48171,3.29,5.15,5.21,1944.0,58.0,63.5,0.54,48172.0
48172,3.21,5.26,5.28,1944.0,59.0,60.9,0.54,48173.0
48173,3.3,5.35,5.32,1944.0,58.0,61.9,0.57,48174.0
48174,3.27,5.32,5.28,1944.0,60.0,61.7,0.57,48175.0
48175,3.53,5.74,5.76,1944.0,58.0,61.4,0.72,48176.0
48176,3.2,5.27,5.32,1944.0,55.0,60.4,0.54,48177.0
48177,3.2,5.28,5.33,1944.0,56.0,60.3,0.54,48178.0
48178,3.23,5.23,5.24,1944.0,57.0,61.7,0.54,48179.0
48179,3.2,5.22,5.26,1944.0,57.0,61.1,0.54,48180.0
48180,3.23,5.21,5.24,1944.0,55.0,61.8,0.54,48181.0
48181,3.24,5.2,5.25,1944.0,57.0,62.0,0.54,48182.0
48182,3.49,5.82,5.99,1944.0,66.0,59.1,0.75,48183.0
48183,3.58,5.87,5.91,1944.0,57.0,60.8,0.75,48184.0
48184,3.38,5.27,5.32,1944.0,57.0,63.8,0.6,48185.0
48185,3.51,5.81,5.85,1944.0,59.0,60.2,0.72,48186.0
48186,3.46,5.57,5.52,1945.0,58.0,62.4,0.65,48187.0
48187,3.84,6.12,6.06,1945.0,57.0,63.1,0.91,48188.0
48188,3.51,5.71,5.69,1945.0,58.0,61.6,0.7,48189.0
48189,3.65,5.58,5.51,1945.0,59.0,65.8,0.72,48190.0
48190,3.19,5.3,5.26,1946.0,59.0,60.4,0.53,48191.0
48191,3.19,5.25,5.21,1946.0,56.0,61.0,0.53,48192.0
48192,3.5,5.7,5.73,1946.0,58.0,61.2,0.69,48193.0
48193,3.16,5.25,5.3,1946.0,61.0,59.9,0.53,48194.0
48194,3.61,5.57,5.6,1947.0,57.0,64.6,0.7,48195.0
48195,3.53,5.74,5.72,1947.0,56.0,61.6,0.71,48196.0
48196,3.17,5.16,5.2,1947.0,56.0,61.2,0.52,48197.0
48197,3.01,5.0,5.04,1947.0,59.0,60.0,0.46,48198.0
48198,3.21,5.22,5.19,1948.0,57.0,61.7,0.53,48199.0
48199,3.35,5.32,5.28,1948.0,57.0,63.2,0.59,48200.0
48200,3.24,5.37,5.36,1948.0,56.0,60.5,0.55,48201.0
48201,3.21,5.26,5.19,1948.0,57.0,61.4,0.53,48202.0
48202,3.23,5.22,5.17,1948.0,54.0,62.2,0.53,48203.0
48203,3.22,5.23,5.2,1948.0,56.0,61.7,0.53,48204.0
48204,3.18,5.29,5.24,1948.0,56.0,60.4,0.53,48205.0
48205,3.52,5.79,5.74,1948.0,58.0,61.1,0.7,48206.0
48206,3.22,5.25,5.22,1948.0,56.0,61.5,0.53,48207.0
48207,3.44,5.81,5.77,1948.0,61.0,59.4,0.7,48208.0
48208,3.32,5.3,5.34,1949.0,60.0,62.4,0.58,48209.0
48209,3.36,5.49,5.47,1949.0,58.0,61.3,0.62,48210.0
48210,3.29,5.32,5.28,1949.0,54.0,62.0,0.56,48211.0
48211,3.32,5.33,5.27,1949.0,56.0,62.6,0.57,48212.0
48212,3.55,5.94,5.92,1949.0,59.0,59.9,0.76,48213.0
48213,3.31,5.39,5.3,1949.0,56.0,61.9,0.57,48214.0
48214,3.27,5.38,5.36,1949.0,56.0,60.9,0.57,48215.0
48215,3.25,5.35,5.4,1949.0,57.0,60.4,0.57,48216.0
48216,3.63,5.47,5.53,1949.0,53.0,66.0,0.7,48217.0
48217,3.28,5.34,5.31,1949.0,56.0,61.6,0.56,48218.0
48218,3.25,5.27,5.22,1949.0,54.0,62.0,0.53,48219.0
48219,3.3,5.29,5.35,1949.0,55.0,62.0,0.57,48220.0
48220,3.3,5.3,5.33,1949.0,56.0,62.1,0.57,48221.0
48221,3.28,5.34,5.36,1949.0,56.0,61.3,0.57,48222.0
48222,3.31,5.29,5.32,1949.0,58.0,62.4,0.57,48223.0
48223,3.3,5.34,5.36,1949.0,56.0,61.7,0.57,48224.0
48224,3.31,5.34,5.38,1949.0,55.0,61.8,0.57,48225.0
48225,3.28,5.29,5.31,1949.0,57.0,61.9,0.57,48226.0
48226,3.28,5.29,5.33,1949.0,56.0,61.8,0.57,48227.0
48227,3.25,5.31,5.34,1949.0,58.0,61.0,0.57,48228.0
48228,3.28,5.32,5.37,1949.0,58.0,61.4,0.57,48229.0
48229,3.3,5.33,5.38,1949.0,56.0,61.6,0.57,48230.0
48230,3.32,5.26,5.29,1949.0,57.0,62.9,0.57,48231.0
48231,3.2,5.41,5.46,1949.0,59.0,58.9,0.57,48232.0
48232,3.27,5.38,5.42,1949.0,56.0,60.6,0.58,48233.0
48233,3.31,5.23,5.27,1949.0,59.0,63.0,0.57,48234.0
48234,3.47,5.75,5.79,1949.0,59.0,60.1,0.7,48235.0
48235,3.29,5.34,5.3,1950.0,55.0,61.8,0.56,48236.0
48236,3.08,4.98,4.96,1950.0,55.0,62.0,0.46,48237.0
48237,3.44,5.73,5.7,1950.0,63.0,60.2,0.7,48238.0
48238,3.12,5.28,5.39,1950.0,61.0,58.5,0.53,48239.0
48239,3.22,5.28,5.31,1950.0,56.0,60.8,0.54,48240.0
48240,3.79,5.97,6.05,1950.0,61.0,63.2,0.86,48241.0
48241,2.97,5.28,5.31,1950.0,64.0,56.1,0.5,48242.0
48242,3.52,5.66,5.59,1951.0,59.6,62.6,0.69,48243.0
48243,3.3,5.38,5.42,1951.0,55.0,61.1,0.58,48244.0
48244,3.2,5.36,5.35,1951.0,61.0,59.8,0.56,48245.0
48245,3.38,5.82,5.75,1951.0,61.7,58.4,0.69,48246.0
48246,3.14,5.08,5.04,1952.0,56.0,62.2,0.49,48247.0
48247,3.51,5.81,5.77,1952.0,61.0,60.6,0.73,48248.0
48248,3.46,5.69,5.64,1952.0,61.0,61.1,0.7,48249.0
48249,3.36,5.51,5.48,1952.0,57.6,61.0,0.63,48250.0
48250,3.49,5.85,5.79,1952.0,58.0,60.0,0.71,48251.0
48251,3.2,5.23,5.21,1952.0,56.0,61.3,0.53,48252.0
48252,3.47,5.41,5.36,1952.0,57.7,64.6,0.63,48253.0
48253,3.17,5.1,5.08,1953.0,58.0,62.3,0.51,48254.0
48254,3.52,5.8,5.75,1953.0,56.0,61.0,0.72,48255.0
48255,3.52,5.69,5.66,1953.0,58.0,62.0,0.7,48256.0
48256,3.31,5.4,5.38,1953.0,56.0,61.4,0.58,48257.0
48257,3.42,5.7,5.77,1953.0,62.0,59.6,0.7,48258.0
48258,3.66,5.82,5.88,1954.0,60.0,63.0,0.78,48259.0
48259,4.18,6.12,6.26,1954.0,57.0,67.3,1.0,48260.0
48260,3.25,5.17,5.1,1955.0,60.0,63.3,0.54,48261.0
48261,3.2,5.28,5.24,1955.0,57.0,60.8,0.53,48262.0
48262,3.58,5.58,5.55,1955.0,63.0,64.3,0.7,48263.0
48263,3.11,5.0,4.95,1955.0,53.0,62.5,0.46,48264.0
48264,3.28,5.32,5.29,1955.0,57.0,61.8,0.57,48265.0
48265,3.25,5.3,5.28,1955.0,53.0,61.4,0.54,48266.0
48266,3.22,5.24,5.19,1956.0,56.0,61.8,0.53,48267.0
48267,3.19,5.16,5.13,1956.0,57.0,62.1,0.52,48268.0
48268,3.17,5.23,5.26,1956.0,58.0,60.4,0.53,48269.0
48269,3.16,5.24,5.26,1956.0,57.0,60.2,0.53,48270.0
48270,3.19,5.24,5.28,1956.0,57.0,60.6,0.53,48271.0
48271,3.21,5.2,5.24,1956.0,58.0,61.5,0.53,48272.0
48272,3.2,5.2,5.26,1956.0,57.0,61.2,0.53,48273.0
48273,3.22,5.21,5.23,1956.0,55.0,61.7,0.53,48274.0
48274,3.21,5.21,5.25,1956.0,55.0,61.4,0.53,48275.0
48275,3.2,5.21,5.25,1956.0,55.0,61.2,0.53,48276.0
48276,3.23,5.14,5.18,1956.0,56.0,62.6,0.53,48277.0
48277,3.22,5.16,5.19,1956.0,56.0,62.2,0.53,48278.0
48278,3.22,5.17,5.2,1956.0,55.0,62.1,0.53,48279.0
48279,3.2,5.17,5.23,1956.0,56.0,61.5,0.53,48280.0
48280,3.19,5.2,5.23,1956.0,56.0,61.2,0.53,48281.0
48281,3.2,5.2,5.23,1956.0,56.0,61.4,0.53,48282.0
48282,3.21,5.14,5.17,1956.0,56.0,62.3,0.53,48283.0
48283,3.55,5.81,5.97,1956.0,66.0,60.2,0.77,48284.0
48284,3.25,5.2,5.29,1956.0,56.0,62.0,0.53,48285.0
48285,3.21,5.25,5.28,1956.0,56.0,60.8,0.53,48286.0
48286,3.25,5.19,5.23,1956.0,57.0,62.3,0.53,48287.0
48287,3.56,5.8,5.82,1956.0,57.0,61.3,0.73,48288.0
48288,3.19,5.21,5.18,1957.0,55.3,61.4,0.52,48289.0
48289,3.19,5.18,5.14,1957.0,55.0,61.6,0.52,48290.0
48290,3.23,5.18,5.15,1957.0,59.0,62.5,0.53,48291.0
48291,3.24,5.28,5.24,1957.0,56.0,61.6,0.54,48292.0
48292,3.21,5.31,5.28,1957.0,56.0,60.6,0.54,48293.0
48293,3.21,5.28,5.25,1957.0,57.0,61.0,0.54,48294.0
48294,3.18,5.31,5.29,1957.0,57.0,60.1,0.54,48295.0
48295,3.2,5.22,5.17,1958.0,54.0,61.6,0.52,48296.0
48296,3.23,5.21,5.19,1958.0,56.0,62.1,0.53,48297.0
48297,3.62,5.81,5.92,1958.0,56.0,61.7,0.75,48298.0
48298,3.64,5.74,5.79,1958.0,57.0,63.1,0.75,48299.0
48299,3.18,5.13,5.1,1959.0,59.0,62.2,0.51,48300.0
48300,2.69,4.37,4.33,533.0,57.0,61.8,0.31,48301.0
48301,2.67,4.38,4.34,533.0,57.0,61.2,0.31,48302.0
48302,2.71,4.39,4.35,533.0,56.0,62.0,0.31,48303.0
48303,2.75,4.33,4.29,533.0,57.0,63.8,0.31,48304.0
48304,2.58,4.18,4.14,534.0,56.0,62.1,0.27,48305.0
48305,2.72,4.42,4.39,534.0,56.0,61.7,0.32,48306.0
48306,2.72,4.45,4.41,534.0,57.0,61.5,0.32,48307.0
48307,2.76,4.45,4.43,534.0,53.9,62.1,0.33,48308.0
48308,2.92,4.69,4.67,534.0,54.0,62.4,0.39,48309.0
48309,2.78,4.36,4.39,534.0,57.0,63.5,0.33,48310.0
48310,2.51,4.08,4.06,535.0,55.0,61.6,0.25,48311.0
48311,2.53,4.05,4.01,535.0,55.0,62.9,0.25,48312.0
48312,2.5,4.07,4.04,535.0,56.0,61.7,0.25,48313.0
48313,2.5,4.05,4.01,535.0,57.0,62.1,0.25,48314.0
48314,2.48,4.11,4.08,535.0,57.0,60.6,0.25,48315.0
48315,2.5,4.06,4.02,535.0,57.0,62.1,0.25,48316.0
48316,2.62,4.26,4.2,536.0,52.0,62.3,0.28,48317.0
48317,2.78,4.56,4.53,536.0,54.0,61.2,0.34,48318.0
48318,2.67,4.38,4.33,536.0,55.6,61.2,0.31,48319.0
48319,2.44,3.96,3.93,536.0,58.0,61.9,0.23,48320.0
48320,2.43,3.97,3.94,536.0,57.0,61.5,0.23,48321.0
48321,2.41,3.99,3.96,536.0,57.0,60.8,0.23,48322.0
48322,2.43,3.94,3.92,536.0,56.0,61.8,0.23,48323.0
48323,2.48,3.96,3.93,536.0,55.0,62.8,0.23,48324.0
48324,2.44,3.98,3.94,536.0,55.0,61.7,0.23,48325.0
48325,2.74,4.45,4.4,536.0,62.0,61.8,0.33,48326.0
48326,2.46,3.94,3.99,536.0,56.0,62.0,0.24,48327.0
48327,2.47,3.97,4.02,536.0,57.0,61.8,0.24,48328.0
48328,2.51,3.99,4.03,536.0,58.0,62.6,0.24,48329.0
48329,2.7,4.6,4.62,536.0,62.0,58.6,0.34,48330.0
48330,3.54,5.62,5.58,1959.0,60.0,63.2,0.7,48331.0
48331,3.47,5.7,5.66,1959.0,60.0,61.1,0.7,48332.0
48332,3.41,5.51,5.45,1959.0,55.0,62.2,0.62,48333.0
48333,3.63,5.71,5.68,1959.0,54.0,63.7,0.72,48334.0
48334,3.21,5.2,5.14,1959.0,55.0,62.1,0.51,48335.0
48335,3.39,5.49,5.53,1960.0,56.0,61.5,0.63,48336.0
48336,3.22,5.23,5.27,1960.0,56.0,61.3,0.54,48337.0
48337,3.29,5.62,5.68,1960.0,61.0,58.2,0.63,48338.0
48338,3.16,5.11,5.07,1960.0,58.0,62.1,0.5,48339.0
48339,3.52,5.69,5.76,1960.0,57.0,61.5,0.71,48340.0
48340,3.59,5.6,5.65,1960.0,56.0,63.8,0.71,48341.0
48341,3.14,5.18,5.15,1961.0,59.0,60.8,0.51,48342.0
48342,3.34,5.38,5.35,1961.0,53.6,62.1,0.58,48343.0
48343,3.29,5.33,5.27,1961.0,53.8,62.1,0.56,48344.0
48344,3.28,5.35,5.32,1961.0,56.0,61.6,0.57,48345.0
48345,3.33,5.36,5.32,1961.0,55.0,62.4,0.58,48346.0
48346,3.3,5.32,5.29,1961.0,57.0,62.3,0.57,48347.0
48347,3.5,5.73,5.7,1961.0,57.0,61.3,0.7,48348.0
48348,3.53,5.75,5.84,1962.0,61.0,60.9,0.74,48349.0
48349,3.26,5.25,5.22,1962.0,53.4,62.4,0.54,48350.0
48350,3.17,5.16,5.13,1962.0,57.0,61.6,0.51,48351.0
48351,3.22,5.27,5.25,1962.0,57.0,61.2,0.54,48352.0
48352,3.6,5.74,5.85,1962.0,53.0,62.0,0.74,48353.0
48353,3.28,5.36,5.32,1963.0,57.0,61.4,0.56,48354.0
48354,3.27,5.3,5.26,1963.0,57.0,61.9,0.56,48355.0
48355,3.25,5.35,5.32,1963.0,56.0,60.9,0.56,48356.0
48356,3.26,5.31,5.27,1963.0,56.0,61.6,0.56,48357.0
48357,3.25,5.36,5.31,1963.0,56.0,60.9,0.56,48358.0
48358,3.26,5.35,5.3,1963.0,56.0,61.2,0.56,48359.0
48359,3.27,5.28,5.24,1963.0,56.0,62.2,0.56,48360.0
48360,3.27,5.37,5.33,1963.0,57.0,61.1,0.56,48361.0
48361,3.25,5.33,5.3,1963.0,56.0,61.1,0.56,48362.0
48362,3.28,5.35,5.33,1963.0,55.0,61.4,0.56,48363.0
48363,3.24,5.37,5.33,1963.0,56.0,60.6,0.56,48364.0
48364,3.24,5.35,5.28,1963.0,57.0,61.0,0.56,48365.0
48365,3.25,5.34,5.3,1963.0,58.0,61.1,0.56,48366.0
48366,3.31,5.29,5.25,1963.0,57.0,62.8,0.56,48367.0
48367,3.26,5.33,5.28,1963.0,57.0,61.5,0.56,48368.0
48368,3.27,5.28,5.25,1963.0,57.0,62.1,0.56,48369.0
48369,3.52,5.61,5.67,1963.0,59.0,62.4,0.71,48370.0
48370,3.16,5.15,5.14,1963.0,56.0,61.4,0.51,48371.0
48371,3.6,5.85,5.81,1963.0,56.0,61.7,0.74,48372.0
48372,3.3,5.29,5.34,1963.0,56.0,62.1,0.57,48373.0
48373,3.3,5.26,5.32,1963.0,57.0,62.4,0.57,48374.0
48374,3.43,5.74,5.69,1964.0,57.9,60.1,0.68,48375.0
48375,3.42,5.7,5.67,1964.0,64.0,60.2,0.7,48376.0
48376,3.4,5.53,5.52,1964.0,56.0,61.5,0.63,48377.0
48377,3.8,5.9,5.98,1964.0,56.0,64.0,0.88,48378.0
48378,3.28,5.37,5.32,1965.0,57.0,61.4,0.57,48379.0
48379,3.27,5.47,5.41,1965.0,57.0,60.1,0.58,48380.0
48380,3.55,5.85,5.79,1965.0,59.0,61.0,0.75,48381.0
48381,3.3,5.38,5.41,1965.0,58.0,61.2,0.59,48382.0
48382,3.48,5.6,5.66,1966.0,56.0,61.8,0.7,48383.0
48383,3.47,5.58,5.62,1966.0,59.0,62.0,0.7,48384.0
48384,3.6,5.74,5.69,1966.0,57.0,63.0,0.72,48385.0
48385,3.18,5.12,5.1,1966.0,56.0,62.2,0.5,48386.0
48386,3.11,5.12,5.08,1966.0,60.0,61.0,0.5,48387.0
48387,3.35,5.4,5.37,1966.0,56.0,62.2,0.59,48388.0
48388,3.22,5.1,5.07,1966.0,56.0,63.3,0.5,48389.0
48389,3.13,5.04,5.01,1966.0,59.0,62.3,0.5,48390.0
48390,3.19,5.1,5.07,1966.0,57.0,62.7,0.5,48391.0
48391,3.38,5.79,5.82,1966.0,63.0,58.2,0.7,48392.0
48392,3.57,5.74,5.67,1966.0,56.0,62.6,0.72,48393.0
48393,3.09,5.18,5.12,1966.0,62.0,60.0,0.5,48394.0
48394,3.53,5.59,5.62,1966.0,60.0,63.0,0.7,48395.0
48395,3.4,5.79,5.86,1966.0,61.0,58.4,0.7,48396.0
48396,3.44,5.55,5.51,1967.0,55.0,62.2,0.64,48397.0
48397,3.43,5.55,5.5,1967.0,56.0,62.1,0.64,48398.0
48398,3.12,5.31,5.23,1967.0,58.0,59.2,0.52,48399.0
48399,3.34,5.38,5.35,1968.0,55.0,62.3,0.59,48400.0
48400,3.48,5.77,5.82,1968.0,61.0,60.1,0.71,48401.0
48401,3.75,5.86,5.91,1968.0,59.0,63.7,0.83,48402.0
48402,3.54,5.57,5.63,1968.0,55.0,63.2,0.7,48403.0
48403,3.43,5.53,5.49,1969.0,58.0,62.3,0.64,48404.0
48404,3.59,5.63,5.59,1969.0,59.0,64.0,0.72,48405.0
48405,3.17,5.2,5.18,1969.0,57.0,61.0,0.52,48406.0
48406,3.35,5.54,5.52,1970.0,57.0,60.5,0.61,48407.0
48407,3.36,5.5,5.46,1970.0,57.0,61.4,0.61,48408.0
48408,3.61,5.78,5.75,1970.0,53.0,62.6,0.72,48409.0
48409,3.56,5.68,5.64,1970.0,57.0,62.9,0.72,48410.0
48410,31.8,5.15,5.12,1970.0,54.7,61.8,0.51,48411.0
48411,3.2,5.1,5.07,1970.0,57.1,62.8,0.51,48412.0
48412,3.35,5.43,5.39,1970.0,57.0,61.9,0.6,48413.0
48413,3.66,5.82,5.87,1970.0,55.0,62.6,0.76,48414.0
48414,3.36,5.62,5.65,1970.0,58.0,59.6,0.65,48415.0
48415,3.52,5.82,5.87,1971.0,59.0,60.2,0.73,48416.0
48416,3.37,5.39,5.33,1971.0,58.0,62.9,0.61,48417.0
48417,3.52,5.67,5.62,1971.0,58.0,62.4,0.7,48418.0
48418,3.3,5.58,5.5,1971.0,61.0,59.6,0.61,48419.0
48419,3.14,5.08,5.12,1971.0,59.0,61.6,0.51,48420.0
48420,3.52,5.74,5.7,1971.0,57.0,61.5,0.7,48421.0
48421,3.34,5.32,5.29,1971.0,64.2,63.0,0.61,48422.0
48422,3.22,5.08,5.11,1971.0,58.0,63.2,0.51,48423.0
48423,3.44,5.56,5.69,1971.0,60.0,61.1,0.7,48424.0
48424,3.12,5.03,5.14,1971.0,61.0,61.4,0.5,48425.0
48425,3.14,5.07,5.11,1971.0,58.0,61.7,0.51,48426.0
48426,3.59,5.65,5.62,1972.0,56.0,63.7,0.71,48427.0
48427,3.29,5.38,5.34,1972.0,55.0,61.4,0.57,48428.0
48428,3.57,5.62,5.58,1973.0,56.0,63.8,0.7,48429.0
48429,3.57,5.68,5.64,1973.0,54.0,63.1,0.7,48430.0
48430,3.51,5.69,5.65,1974.0,57.0,61.9,0.7,48431.0
48431,3.55,5.71,5.69,1974.0,57.0,62.3,0.7,48432.0
48432,3.07,5.18,5.21,1974.0,59.0,59.1,0.51,48433.0
48433,3.13,5.19,5.22,1974.0,56.0,60.1,0.51,48434.0
48434,3.18,5.13,5.18,1974.0,58.0,61.7,0.51,48435.0
48435,3.16,5.15,5.18,1974.0,55.0,61.2,0.51,48436.0
48436,3.16,5.15,5.19,1974.0,56.0,61.1,0.51,48437.0
48437,3.2,5.15,5.19,1974.0,55.0,61.9,0.51,48438.0
48438,3.17,5.13,5.18,1974.0,57.0,61.5,0.51,48439.0
48439,3.15,5.12,5.15,1974.0,57.0,61.3,0.51,48440.0
48440,3.16,5.12,5.15,1974.0,56.0,61.5,0.51,48441.0
48441,3.17,5.12,5.17,1974.0,56.0,61.6,0.51,48442.0
48442,3.21,5.09,5.12,1974.0,57.0,62.9,0.51,48443.0
48443,3.2,5.1,5.12,1974.0,57.0,62.6,0.51,48444.0
48444,3.17,5.1,5.16,1974.0,56.0,61.8,0.51,48445.0
48445,3.16,5.11,5.14,1974.0,58.0,61.7,0.51,48446.0
48446,3.21,5.07,5.11,1974.0,58.0,63.1,0.51,48447.0
48447,3.5,5.71,5.76,1974.0,59.0,61.0,0.7,48448.0
48448,3.63,5.54,5.58,1974.0,54.0,65.3,0.7,48449.0
48449,3.26,5.29,5.27,1975.0,55.0,61.7,0.55,48450.0
48450,3.16,5.42,5.39,1975.0,58.4,58.5,0.55,48451.0
48451,3.26,5.26,5.22,1975.0,55.0,62.2,0.55,48452.0
48452,3.25,5.33,5.3,1975.0,55.0,61.1,0.55,48453.0
48453,3.27,5.28,5.26,1975.0,58.0,62.0,0.55,48454.0
48454,3.25,5.33,5.28,1975.0,56.4,61.2,0.55,48455.0
48455,3.32,5.38,5.43,1975.0,61.0,61.4,0.58,48456.0
48456,3.29,5.33,5.37,1975.0,60.0,61.5,0.58,48457.0
48457,3.62,5.72,5.76,1975.0,59.0,63.1,0.73,48458.0
48458,3.19,5.1,5.08,1976.0,55.0,62.7,0.51,48459.0
48459,3.25,5.38,5.36,1976.0,56.0,60.5,0.57,48460.0
48460,3.24,5.08,5.05,1976.0,55.0,64.0,0.5,48461.0
48461,3.27,5.32,5.29,1976.0,56.0,61.6,0.56,48462.0
48462,3.24,5.5,5.53,1976.0,64.0,58.7,0.61,48463.0
48463,3.38,5.4,5.45,1976.0,58.0,62.3,0.61,48464.0
48464,3.27,5.45,5.41,1977.0,57.0,60.2,0.58,48465.0
48465,3.51,5.71,5.65,1977.0,58.0,61.8,0.7,48466.0
48466,3.55,5.68,5.72,1977.0,55.0,62.3,0.71,48467.0
48467,3.11,5.16,5.19,1977.0,59.0,60.1,0.51,48468.0
48468,3.18,5.04,4.98,1978.0,60.0,63.5,0.5,48469.0
48469,3.62,5.83,5.79,1978.0,55.0,62.3,0.74,48470.0
48470,3.42,5.58,5.54,1978.0,58.1,61.6,0.66,48471.0
48471,3.22,5.2,5.17,1978.0,54.0,62.1,0.52,48472.0
48472,3.31,5.4,5.39,1978.0,57.0,61.4,0.59,48473.0
48473,3.25,5.34,5.32,1978.0,57.0,61.0,0.56,48474.0
48474,3.38,5.68,5.62,1978.0,60.9,59.8,0.66,48475.0
48475,3.54,5.61,5.57,1978.0,58.0,63.3,0.7,48476.0
48476,3.35,5.31,5.27,1979.0,55.0,63.3,0.58,48477.0
48477,3.5,5.88,5.84,1979.0,57.0,59.7,0.71,48478.0
48478,3.5,5.69,5.65,1979.0,57.0,61.7,0.7,48479.0
48479,3.28,5.37,5.35,1979.0,55.0,61.2,0.56,48480.0
48480,3.29,5.39,5.36,1979.0,57.0,61.2,0.58,48481.0
48481,3.26,5.47,5.42,1979.0,59.0,59.9,0.58,48482.0
48482,3.15,5.08,5.05,1980.0,60.5,62.0,0.51,48483.0
48483,3.24,5.26,5.35,1980.0,57.0,61.1,0.55,48484.0
48484,3.27,5.26,5.29,1980.0,55.0,62.0,0.55,48485.0
48485,3.24,5.23,5.29,1980.0,57.0,61.6,0.55,48486.0
48486,3.26,5.25,5.29,1980.0,56.0,61.9,0.55,48487.0
48487,3.11,5.04,5.1,1980.0,61.0,61.3,0.5,48488.0
48488,3.31,4.84,4.95,1980.0,57.0,67.6,0.5,48489.0
48489,3.52,5.91,5.95,1980.0,62.0,59.4,0.75,48490.0
48490,3.52,5.57,5.53,1981.0,59.0,63.4,0.67,48491.0
48491,3.27,5.28,5.26,1981.0,56.0,62.0,0.55,48492.0
48492,3.24,5.25,5.22,1981.0,57.0,61.9,0.54,48493.0
48493,3.45,5.57,5.6,1981.0,56.0,61.8,0.66,48494.0
48494,3.2,5.21,5.19,1981.0,56.0,61.5,0.52,48495.0
48495,3.29,5.34,5.32,1981.0,55.0,61.8,0.57,48496.0
48496,3.27,5.33,5.29,1981.0,55.1,61.7,0.56,48497.0
48497,3.25,5.3,5.27,1981.0,54.0,61.5,0.54,48498.0
48498,3.35,5.89,5.87,1981.0,58.0,57.0,0.7,48499.0
48499,3.57,5.51,5.49,1981.0,56.0,64.9,0.7,48500.0
48500,3.57,5.62,5.66,1981.0,55.0,63.3,0.71,48501.0
48501,3.32,5.27,5.29,1982.0,57.0,62.9,0.57,48502.0
48502,3.22,5.28,5.23,1982.0,56.0,61.3,0.54,48503.0
48503,3.3,5.37,5.31,1982.0,55.0,61.8,0.57,48504.0
48504,3.33,5.36,5.38,1982.0,58.0,62.0,0.59,48505.0
48505,3.44,5.8,5.91,1982.0,68.0,58.8,0.74,48506.0
48506,3.52,5.69,5.72,1982.0,58.0,61.7,0.7,48507.0
48507,3.6,5.5,5.57,1982.0,59.0,65.0,0.7,48508.0
48508,3.21,5.31,5.28,1983.0,55.0,60.6,0.54,48509.0
48509,3.37,5.4,5.44,1983.0,60.0,62.2,0.61,48510.0
48510,3.32,5.38,5.32,1983.0,56.0,62.1,0.58,48511.0
48511,3.19,5.22,5.26,1983.0,57.0,60.9,0.54,48512.0
48512,3.33,5.43,5.4,1984.0,59.0,61.5,0.6,48513.0
48513,3.3,5.39,5.41,1984.0,57.0,61.1,0.58,48514.0
48514,3.33,5.3,5.34,1984.0,54.0,62.6,0.58,48515.0
48515,3.31,5.35,5.41,1984.0,58.0,61.5,0.58,48516.0
48516,3.31,5.33,5.37,1984.0,57.0,61.9,0.58,48517.0
48517,3.3,5.33,5.38,1984.0,55.0,61.6,0.58,48518.0
48518,3.32,5.35,5.38,1984.0,56.0,61.9,0.58,48519.0
48519,3.56,6.02,6.05,1985.0,59.0,59.0,0.76,48520.0
48520,3.23,5.3,5.22,1985.0,55.0,61.4,0.54,48521.0
48521,3.19,5.27,5.26,1985.0,56.0,60.6,0.54,48522.0
48522,3.22,5.3,5.25,1985.0,56.0,61.0,0.54,48523.0
48523,3.24,5.25,5.23,1985.0,56.0,61.8,0.54,48524.0
48524,3.23,5.22,5.19,1985.0,56.0,62.1,0.54,48525.0
48525,3.23,5.26,5.24,1985.0,54.0,61.5,0.54,48526.0
48526,3.19,5.2,5.15,1985.0,55.0,61.6,0.51,48527.0
48527,3.58,5.87,5.82,1985.0,56.0,61.2,0.74,48528.0
48528,3.26,5.54,5.47,1986.0,56.0,59.2,0.59,48529.0
48529,3.25,5.28,5.26,1986.0,55.0,61.6,0.55,48530.0
48530,3.54,5.87,5.76,1986.0,55.0,60.9,0.71,48531.0
48531,3.62,5.79,5.77,1986.0,56.0,62.6,0.73,48532.0
48532,3.17,5.2,5.16,1986.0,56.0,61.1,0.51,48533.0
48533,3.53,5.63,5.66,1986.0,63.0,62.5,0.71,48534.0
48534,3.23,5.25,5.24,1987.0,54.0,61.6,0.54,48535.0
48535,3.08,5.01,4.97,1987.0,56.0,61.7,0.46,48536.0
48536,3.06,5.02,5.0,1987.0,56.0,61.1,0.46,48537.0
48537,3.45,5.64,5.69,1987.0,61.0,60.8,0.7,48538.0
48538,3.13,5.07,5.15,1987.0,57.0,61.3,0.5,48539.0
